rid,pattern_id,pattern_name,category_id,role,confidence,review_status,assignment_method,evidence_location,evidence_quote,system_id,source_batch,taxonomy_version
9122,pat-002,Candidate Gallery,U05,central,high,verified,imported,system sec 4.1,"For each component, the assistant asks guidance questions, checks whether responses are specific enough to translate into design constraints, and proposes a small set of candidate options to support refinement through selection and revision.",9122,include-b,v1.1
9122,pat-015,Question-Driven Elicitation,U01,central,high,verified,imported,system sec 4.1,"As shown in Fig. 1, after the instructor states an initial goal, the AI assistant runs a structured dialogue to elicit the four pedagogical grammatical elements defined by the framework: the focal concept and materials (Nouns), the observable target ability (Verbs), the performance requirement that sets difficulty and success conditions (Adverbs), and the instructional context that defines situational framing (Adjectives).",9122,include-b,v1.1
9122,pat-017,Staged Pipeline,U08,central,high,verified,imported,system sec 4,"In the application, the instructors go through 3 phases: the requirement extraction phase, where the AI asks several questions to extract the key grammatical elements defined in the last section; the translation phase, where the AI helps to translate the abstracted teaching language sentence into game language sentence; and the language development phase, where the AI helps to expand the translated sentence into more detailed descriptive paragraphs.",9122,include-b,v1.1
9122,pat-019,Propose-Critique-Revise Iterative Refinement,U06,present,medium,verified,imported,fig 3,The Language Development Components (Partially) in the Tool. Instructors can further edit and refine the generated game-concept sentence with AI.,9122,include-b,v1.1
9122,pat-033,Output Templates,U03,central,high,verified,imported,abstract,"In the tool, users and an LLM assistant collaboratively develop a structured language that maps pedagogy to gameplay through four linked components.",9122,include-b,v1.1
9122,pat-086,Fixed Functional Panel Layout,U09,present,medium,verified,imported,fig 1,The Requirement Extraction Components in the Tool. Instructors answers questions asked by AI around the defined grammatical elements on the right and co-author the requirement document on the left.,9122,include-b,v1.1
9122,pat-095,Manual Fallback Editing,U06,present,high,verified,imported,fig 2,"The Language Translation Components (Partially) in the Tool. Instructors explore AI-generated gameplay translations of their teaching language. They can edit, regenerate, or write their own translations during the process. The interface uses color mapping to link corresponding grammatical elements in the teaching language and the game lan…",9122,include-b,v1.1
9128,pat-010,Prefilled Editable Templates,U06,central,medium,verified,imported,abstract,enabling AI to generate interface components that users can reshape through direct manipulation,ca2meet,include,v1.1
9128,pat-011,Live Activity Output Synchronization,U02,present,medium,verified,imported,fig 1,"(B) Focus Anchors: Peripheral awareness displays (Speaking Queue, time remaining, current topic) provide glanceable meeting state.",ca2meet,include,v1.1
9128,pat-034,Artifact Generation Property Controls,U01,present,medium,verified,imported,system sec 3,catch-up summarization with configurable temporal windows,ca2meet,include,v1.1
9128,pat-045,Multiparty Hub and Spoke,U10,central,medium,verified,imported,system sec 3,participation metrics visible only to facilitators,ca2meet,include,v1.1
9128,pat-047,Role Asymmetric Views,U10,central,high,verified,imported,fig 1,(A) Role-differentiated surfaces: Facilitator View badge indicates role-restricted components visible only to hosts.,ca2meet,include,v1.1
9128,pat-059,Inferred User State Driven Adaptation,U01,present,medium,verified,imported,intro,"adapting layout, visibility, and interaction mode to their current role and context",ca2meet,include,v1.1
9130,pat-033,Output Templates,U03,present,medium,verified,imported,full text sec 3.3,generates a structured output (in the form of JSON packets),cascade,include-b,v1.1
9131,pat-010,Prefilled Editable Templates,U06,present,medium,verified,imported,fig 2,"The transformation phase (middle) provides uncertainty resolution, AI-assisted editing, and a WYSIWYG editor…",catai,include-b,v1.1
9131,pat-015,Question-Driven Elicitation,U01,central,high,verified,imported,system sec 3,"Rather than asking teachers to translate requirements into natural language prompts, the system should directly capture dimensions teachers naturally consider: learning objectives, prerequisites, school level, and difficulty calibration.",catai,include-b,v1.1
9131,pat-017,Staged Pipeline,U08,central,high,verified,imported,fig 2,"Complete user interaction flow through CAT-AI’s three-phase workflow. The conceptualization phase (top) guides structured parameter specification through welcome screen, optional file upload, manual input, and pedagogical settings.",catai,include-b,v1.1
9131,pat-026,Unified Workspace,U09,central,high,verified,imported,system sec 3,"Goal 2: Integrate Generation, Customization, and Export.",catai,include-b,v1.1
9131,pat-032,Source Conditioned Generation,U01,present,high,verified,imported,system sec 3,"The dual-mode generation approach, allowing either file-based reference or manual specification, emerged from interviews where teachers rarely create from scratch but work from existing materials.",catai,include-b,v1.1
9131,pat-051,Elements for Process Disclosure,U07,central,high,verified,imported,abstract,"we present CAT-AI, an AI-assisted authoring system that embeds structured parameter specification, unified WYSIWYG editing, and transparent confidence indicators",catai,include-b,v1.1
9133,pat-017,Staged Pipeline,U08,central,high,verified,imported,system sec 4.1,"As shown in Fig. 3a, the interface guides the user through an iterative pipeline.",9133,include-b,v1.1
9133,pat-018,Addressable Segments,U06,central,medium,verified,imported,abstract,"the system generates tailored scripts and pedagogical guiding questions based on modifiable story elements (e.g., characters, plot) and specific educational goals",9133,include-b,v1.1
9133,pat-019,Propose-Critique-Revise Iterative Refinement,U06,central,medium,verified,imported,system sec 4.1,"They then iteratively generate and refine the characters (Fig. 3c), plots (Fig. 3d), and dialogues (Fig. 3e)",9133,include-b,v1.1
9133,pat-086,Fixed Functional Panel Layout,U09,present,medium,verified,imported,fig 1,The prototype of the educational playwriting system: (left) the storyline interface for inputting initial narrative elements; (middle) a mind map for organizing story logic; and (right) a perspective-switching view for empathy.,9133,include-b,v1.1
9133,pat-087,Dual Artifact Presentation Modes,U09,present,medium,verified,imported,system sec 4.1,"Finally, the View Mode enables teachers to audit the script from different character perspe…",9133,include-b,v1.1
9143,pat-045,Multiparty Hub and Spoke,U10,present,medium,verified,imported,fig 1,(a) Physical setup: the human collaborates with robot-controlled White pieces against a computer-controlled Black opponent.,chessmate,include-b,v1.1
9143,pat-051,Elements for Process Disclosure,U07,central,high,verified,imported,abstract,"This study tests whether intent disclosure, defined as communicating an intelligent system’s action goals and decision rationales, increases humans’ SoA in human-computer collaboration.",chessmate,include-b,v1.1
9143,pat-061,Tangible Interaction,U04,central,high,verified,imported,system sec 2,"We developed ChessMate, an intelligent chess-piece system composed of multiple robotic pieces capable of parsing board states, generating move recommendations, and executing autonomous movements.",chessmate,include-b,v1.1
9143,pat-096,Accept/Reject Controls,U06,present,medium,verified,imported,fig 1,"(b) On each White turn, a piece proposes a move and waits for the user’s approval or rejection before execution.",chessmate,include-b,v1.1
9144,pat-017,Staged Pipeline,U08,central,high,verified,imported,fig 1,"(1) walk and notice a local issue, (2) capture the context with hand gesture, (3) voice your opinion, (4) generate design proposals, and (5) share and discuss your proposal in online communities",citycure,include-b,v1.1
9144,pat-032,Source Conditioned Generation,U01,central,medium,verified,imported,abstract,generate context-aware visual variants via image-to-image AI,citycure,include-b,v1.1
9144,pat-062,Voice Interaction,U04,central,medium,verified,imported,abstract,use an LLM to structure voice input into design intent,citycure,include-b,v1.1
9146,pat-017,Staged Pipeline,U08,central,medium,verified,imported,abstract,supports a progressive therapeutic process from concrete emotional expression to guided reflection and narrative reconstruction,claymind,include-b,v1.1
