paper_id,paper_name,pattern_ids,pattern_names,human_factor_ids,human_factor_names
9539,"Reframing Human-AI Interaction through Tangible, Multisensory Interfaces",pat-017 | pat-025 | pat-049 | pat-061,Staged Pipeline | Interpretation Readback | Space Registered Overlay | Tangible Interaction,F3 | F7 | F17 | F21 | F15,"Judgment and Decision Making | Control and Agency | Privacy and Ownership | Affect, Wellbeing and Connection | Spatial and Embodied Cognition"
9551,SAGE: Sensor-Augmented Grounding Engine for LLM-Powered Sleep Care Agent,pat-009 | pat-092 | pat-089 | pat-074,Proactive Support | Natural-Language Control | Chat Panels | Non-Readable to Natural Language Conversion,F9 | F6 | F5 | F7,Guidance and Feedback | Sensemaking | Appropriate Reliance | Control and Agency
9552,SELf-Storybook: A Guided AI System for Personalized Social-Emotional Story Authoring by Parents,pat-015 | pat-032 | pat-017 | pat-087,Question-Driven Elicitation | Source Conditioned Generation | Staged Pipeline | Dual Artifact Presentation Modes,F2 | F9 | F19 | F20 | F12,Creativity Support and Ideation | Guidance and Feedback | Effort and Cognitive Load | Skill and Self-Efficacy | Perspective-Taking
9554,SPRITE: From Static Mockups to Engine-Ready GameUI,pat-033 | pat-024 | pat-029 | pat-020,Output Templates | Program-as-Output | Reverse Engineered Representation | Inspectable Intermediate Steps,F19 | F20 | F7 | F14,Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency | Accessibility
9555,ST-Buddy: Designing and Evaluating a Course-Grounded LLM Chatbot for Academic and Administrative Support,pat-089,Chat Panels,F9 | F6 | F19,Guidance and Feedback | Sensemaking | Effort and Cognitive Load
9558,Scalable Spirituality: A Generative AI Workflow for Embodied Experience of Relief Heritage,pat-061 | pat-076,Tangible Interaction | Perceptible Rendering,F19 | F13 | F15,Effort and Cognitive Load | Personalization | Spatial and Embodied Cognition
9580,Sketch2Topo: Diffusion-Model-Based Topology Optimization Using Hand-Drawn Inputs as Condition Constraints,pat-034 | pat-040 | pat-019 | pat-021 | pat-086,Artifact Generation Property Controls | Sketch-Based Input | Propose-Critique-Revise Iterative Refinement | Localized Tweaking Support | Fixed Functional Panel Layout,F2 | F19 | F7,Creativity Support and Ideation | Effort and Cognitive Load | Control and Agency
9587,SocialCue: Exploring the Design Space of Social Wayfinding Assistants for Blind and Low Vision People,pat-011 | pat-033 | pat-049 | pat-074,Live Activity Output Synchronization | Output Templates | Space Registered Overlay | Non-Readable to Natural Language Conversion,F12 | F17 | F21 | F14,"Perspective-Taking | Privacy and Ownership | Affect, Wellbeing and Connection | Accessibility"
9589,Sonic Stage: Automatically Generating an Interactive Spatial Soundscape to Facilitate Dialogue Video Comprehension for Blind and Low Vision Viewers,pat-053 | pat-049 | pat-074,Artifact Flagging and Annotations | Space Registered Overlay | Non-Readable to Natural Language Conversion,F6 | F13 | F14 | F15,Sensemaking | Personalization | Accessibility | Spatial and Embodied Cognition
9590,SorryIMissedThis: Leveraging Conversation History to Support Sustained Remote Communication,pat-009 | pat-032 | pat-093 | pat-096 | pat-086,Proactive Support | Source Conditioned Generation | Familiar-Object Metaphor | Accept/Reject Controls | Fixed Functional Panel Layout,F2 | F19 | F7 | F17 | F21,"Creativity Support and Ideation | Effort and Cognitive Load | Control and Agency | Privacy and Ownership | Affect, Wellbeing and Connection"
9595,Sportoonizer: Augmenting Sports Highlights' Narratives via AI-Generated Manga B-Roll,pat-032 | pat-034 | pat-002 | pat-086,Source Conditioned Generation | Artifact Generation Property Controls | Candidate Gallery | Fixed Functional Panel Layout,F20 | F7 | F12 | F13 | F21,"Skill and Self-Efficacy | Control and Agency | Perspective-Taking | Personalization | Affect, Wellbeing and Connection"
9596,"Stage-Based Dynamic Collaborative Intervention Strategies Among AI, Physicians, and Users in Self-Medication Interaction Systems: A Pilot Study of Generation Z",,,F3 | F5 | F7,Judgment and Decision Making | Appropriate Reliance | Control and Agency
9597,Standardized Soul: A Mixed-Methods Study on the Efficacy and User Perception of AI-Augmented Peer Support (AAPS) in College Mental Health Support,pat-010 | pat-031 | pat-042 | pat-045 | pat-047 | pat-089,Prefilled Editable Templates | Pre-Send Inspection | Persona Assigned to Agents | Multiparty Hub and Spoke | Role Asymmetric Views | Chat Panels,F22 | F19 | F7 | F12 | F17 | F21 | F14,"Risk of Harm and Accountability | Effort and Cognitive Load | Control and Agency | Perspective-Taking | Privacy and Ownership | Affect, Wellbeing and Connection | Accessibility"
9601,StoryComposerAI: Supporting Human-AI Story Co-Creation Through Decomposition and Linking,pat-033 | pat-002 | pat-018 | pat-019,Output Templates | Candidate Gallery | Addressable Segments | Propose-Critique-Revise Iterative Refinement,F1 | F2 | F3 | F7 | F12,Gulf of Envisioning | Creativity Support and Ideation | Judgment and Decision Making | Control and Agency | Perspective-Taking
9602,StoryCrafter: A Graph-Based Co-Creative AI System Supporting Parental Story Re-Authoring,pat-018 | pat-036,Addressable Segments | Overview-plus-Detail,F1 | F4 | F5 | F22 | F19 | F20 | F7,Gulf of Envisioning | Oversight | Appropriate Reliance | Risk of Harm and Accountability | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency
9603,StoryCube: Tangible Prompt Engineering for Pre-Literate Children,pat-045 | pat-061 | pat-065,Multiparty Hub and Spoke | Tangible Interaction | Nonvisual Task Delegation,F1 | F19 | F20 | F7 | F16 | F21 | F14,"Gulf of Envisioning | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency | Coordination and Equitable Participation | Affect, Wellbeing and Connection | Accessibility"
9604,StreAM: An LLM-Based System for Stress-Adaptive Meditation at Work,pat-009 | pat-082 | pat-032 | pat-059,Proactive Support | Chunked Interaction Sessions | Source Conditioned Generation | Inferred User State Driven Adaptation,F8 | F19 | F21,"Metacognition | Effort and Cognitive Load | Affect, Wellbeing and Connection"
9608,Supporting Design Reasoning in AI-assisted Interface Prototyping for HCI Research,pat-022 | pat-039 | pat-033 | pat-002 | pat-005 | pat-018 | pat-086,Artifact Derived Controls | Spatial Canvas | Output Templates | Candidate Gallery | Branching Exploration | Addressable Segments | Fixed Functional Panel Layout,F1 | F2 | F4 | F8,Gulf of Envisioning | Creativity Support and Ideation | Oversight | Metacognition
9610,Surprising Personas: Persona Sets with Controllably Unexpected Features,pat-007 | pat-042,Perturb-and-Compare | Persona Assigned to Agents,F4 | F8 | F18,Oversight | Metacognition | Bias and Fairness
9613,Synonymix: Unified Group Personas for Generative Simulations,pat-020,Inspectable Intermediate Steps,F6 | F8 | F17,Sensemaking | Metacognition | Privacy and Ownership
9616,TacChat: Exploring User Generation and Accessible Sharing via Tactile Graphics for the Blind and Visually Impaired,pat-034 | pat-040 | pat-019 | pat-017 | pat-061 | pat-063,Artifact Generation Property Controls | Sketch-Based Input | Propose-Critique-Revise Iterative Refinement | Staged Pipeline | Tangible Interaction | Multimodal Output,F19 | F7 | F17 | F21 | F14 | F15,"Effort and Cognitive Load | Control and Agency | Privacy and Ownership | Affect, Wellbeing and Connection | Accessibility | Spatial and Embodied Cognition"
9618,Talking to Heirlooms: Exploring Embodiments of Conversational Agents Designed to Support Reminiscence for People with Dementia,pat-045 | pat-061,Multiparty Hub and Spoke | Tangible Interaction,F6 | F4 | F11 | F17 | F21,"Sensemaking | Oversight | Social Perception (Mindset) | Privacy and Ownership | Affect, Wellbeing and Connection"
9621,TeamWise: Exploring Virtually Embodied AI Facilitation for Video-Based Team Onboarding,pat-011 | pat-016 | pat-045 | pat-043,Live Activity Output Synchronization | Structured Dialogue Flow | Multiparty Hub and Spoke | Embodied Avatar,F19 | F11 | F21,"Effort and Cognitive Load | Social Perception (Mindset) | Affect, Wellbeing and Connection"
9624,Telehealth Consent Assistant: Prototype and UX Insights,pat-035 | pat-018 | pat-021 | pat-057 | pat-086 | pat-043 | pat-063,Atomic AI Action Menu | Addressable Segments | Localized Tweaking Support | Companion Chat Panel | Fixed Functional Panel Layout | Embodied Avatar | Multimodal Output,F6 | F3 | F19 | F17 | F14,Sensemaking | Judgment and Decision Making | Effort and Cognitive Load | Privacy and Ownership | Accessibility
9626,"The ""Imperfect Peer"": Examining the Roles of Polyadic Conversational Agents in Scaffolding Retired Adults' Participation in Online Communities",pat-009 | pat-042 | pat-045 | pat-088,Proactive Support | Persona Assigned to Agents | Multiparty Hub and Spoke | AI Panels for Host Application,F1 | F19 | F20 | F16 | F11 | F21,"Gulf of Envisioning | Effort and Cognitive Load | Skill and Self-Efficacy | Coordination and Equitable Participation | Social Perception (Mindset) | Affect, Wellbeing and Connection"
9635,The Garden of Forking Paths: Narrative Arc-Conditioned Gameplay Planning,pat-033 | pat-005 | pat-010 | pat-044 | pat-076,Output Templates | Branching Exploration | Prefilled Editable Templates | Role-Play Scenario | Perceptible Rendering,F9 | F7 | F12,Guidance and Feedback | Control and Agency | Perspective-Taking
9650,TherapyProbe: Generating Design Knowledge for Relational Safety in Mental Health Chatbots Through Adversarial Simulation,pat-033 | pat-042,Output Templates | Persona Assigned to Agents,F3 | F4 | F5 | F22 | F14,Judgment and Decision Making | Oversight | Appropriate Reliance | Risk of Harm and Accountability | Accessibility
9659,Toward Personalized Proactive Agents on Smart Glasses: From Explicit Context Policies to Implicit User Differences,,,F1 | F19 | F7 | F17,Gulf of Envisioning | Effort and Cognitive Load | Control and Agency | Privacy and Ownership
9672,Towards building a research platform to accelerate the science of Conversational AI,pat-034 | pat-080 | pat-047 | pat-026,Artifact Generation Property Controls | Revisitable History | Role Asymmetric Views | Unified Workspace,F2 | F3 | F4 | F5 | F19 | F7,Creativity Support and Ideation | Judgment and Decision Making | Oversight | Appropriate Reliance | Effort and Cognitive Load | Control and Agency
9674,"Tracking, Retrieving, and Auditing for Coherent Epics in Online Narratives",pat-012 | pat-013 | pat-068 | pat-096 | pat-020 | pat-053 | pat-086,Live Side Panel | Deferred Intervention | Withheld Answer | Accept/Reject Controls | Inspectable Intermediate Steps | Artifact Flagging and Annotations | Fixed Functional Panel Layout,F6 | F3 | F19 | F7 | F12 | F17,Sensemaking | Judgment and Decision Making | Effort and Cognitive Load | Control and Agency | Perspective-Taking | Privacy and Ownership
9678,"Two Bots, One Couple: How Surrogate LLM Agents Shape Alliance, Fairness, and Relational Boundaries",pat-042 | pat-045 | pat-087,Persona Assigned to Agents | Multiparty Hub and Spoke | Dual Artifact Presentation Modes,F8 | F5 | F7 | F12 | F17 | F21,"Metacognition | Appropriate Reliance | Control and Agency | Perspective-Taking | Privacy and Ownership | Affect, Wellbeing and Connection"
9688,Understanding the Affordances of Control in AI Reasoning for Human-AI Decision-Making,pat-017 | pat-020 | pat-051 | pat-054 | pat-087,Staged Pipeline | Inspectable Intermediate Steps | Elements for Process Disclosure | Paired (Human-AI) Assessment | Dual Artifact Presentation Modes,F4 | F8 | F5 | F19 | F20 | F7,Oversight | Metacognition | Appropriate Reliance | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency
9697,VLM-driven Risk-Adaptive HUD Interactions for Trust Calibration in Automated Driving,pat-009 | pat-033 | pat-049,Proactive Support | Output Templates | Space Registered Overlay,F4 | F5 | F19,Oversight | Appropriate Reliance | Effort and Cognitive Load
9700,Verbalizing LLMs' Assumptions About the User to Calibrate Expectations and Reduce Sycophancy,pat-033 | pat-025 | pat-087,Output Templates | Interpretation Readback | Dual Artifact Presentation Modes,F1 | F4 | F22 | F12,Gulf of Envisioning | Oversight | Risk of Harm and Accountability | Perspective-Taking
9701,ViDscribe: Multimodal AI for Customizing Audio Description and Question Answering in Online Videos,pat-011 | pat-034 | pat-033 | pat-057 | pat-060 | pat-063 | pat-074,Live Activity Output Synchronization | Artifact Generation Property Controls | Output Templates | Companion Chat Panel | Multimodal Input | Multimodal Output | Non-Readable to Natural Language Conversion,F5 | F19 | F7 | F13 | F21 | F14,"Appropriate Reliance | Effort and Cognitive Load | Control and Agency | Personalization | Affect, Wellbeing and Connection | Accessibility"
9715,"WebPerceptor: An Open Source Chromium Plugin for Real-Time LLM-Based In-Line, In-Browser Re-Writing of Website Content",pat-009 | pat-088 | pat-050,Proactive Support | AI Panels for Host Application | Generative Filters,F6 | F3 | F4 | F7,Sensemaking | Judgment and Decision Making | Oversight | Control and Agency
9719,"What I Meant, What You Felt: AI-Mediated Collaborative Drawing for Parent-Child Reflection",pat-015 | pat-017 | pat-045 | pat-047 | pat-074,Question-Driven Elicitation | Staged Pipeline | Multiparty Hub and Spoke | Role Asymmetric Views | Non-Readable to Natural Language Conversion,F1 | F6 | F3 | F8 | F7 | F12 | F16 | F17,Gulf of Envisioning | Sensemaking | Judgment and Decision Making | Metacognition | Control and Agency | Perspective-Taking | Coordination and Equitable Participation | Privacy and Ownership
9725,What if I Were?: Synthetic Lived Experience based on Generative Models,pat-042 | pat-063,Persona Assigned to Agents | Multimodal Output,F6 | F8 | F12 | F21,"Sensemaking | Metacognition | Perspective-Taking | Affect, Wellbeing and Connection"
9726,What-If: Supporting Smartphone Self-Regulation through Counterfactual Future Narratives,pat-032 | pat-004 | pat-074,Source Conditioned Generation | Side-by-Side Comparison | Non-Readable to Natural Language Conversion,F6 | F8 | F22 | F19 | F13,Sensemaking | Metacognition | Risk of Harm and Accountability | Effort and Cognitive Load | Personalization
9740,When LLMs See Where You Struggle: A Gaze-to-Context Approach for Reader-Driven Reading Assistance,,,F1 | F6 | F3 | F19 | F7,Gulf of Envisioning | Sensemaking | Judgment and Decision Making | Effort and Cognitive Load | Control and Agency
